FID,数量,X,Y
474,0,117.113738622000000,34.326017352299999
475,0,117.114073427999998,34.326155846699997
476,0,117.113774762000006,34.326696739100001
477,0,117.113351953999995,34.326602158199996
478,0,117.175631381000002,34.260765803399998
479,0,117.186267904000005,34.243160371999998
480,4,117.165302373000003,34.250963991600003
481,2,117.184055693999994,34.220434963899997
482,4,117.183994541999994,34.219778644000002
483,4,117.185344889000007,34.220281799900000
484,2,117.186723138000005,34.220279709300002
485,2,117.186360678000000,34.219976146000000
486,4,117.185450848000002,34.219498096300001
487,2,117.185971695000006,34.219361350100002
488,4,117.185699741999997,34.219082691899999
489,2,117.185325020999997,34.219076103500001
490,4,117.189200053999997,34.220058954599999
491,4,117.116249769000007,34.246761598100001
492,3,117.116340918000006,34.246208143700002
493,4,117.116211170000000,34.245845714600001
494,4,117.117902134000005,34.245285961500002
495,4,117.118812446000007,34.245158666999998
496,4,117.118823251999999,34.244672074000000
497,1,117.117447502999994,34.244694865900001
498,2,117.118360444999993,34.244398222000001
499,4,117.115520891000003,34.265786621700002
500,4,117.115835126999997,34.264346169699998
501,4,117.114200601999997,34.263867632100002
502,4,117.115207479999995,34.262775460100002
503,4,117.113578888999996,34.262991647699998
504,4,117.113539048999996,34.262204567600001
505,4,117.113830332000006,34.260912710699998
506,4,117.115458859000000,34.260678629700003
507,4,117.115494421999998,34.261476446499998
508,4,117.118692502000002,34.263674952899997
509,4,117.116983442999995,34.263876356600001
510,4,117.117717186999997,34.263158896900002
511,4,117.117059307000005,34.262637764200001
512,4,117.117047795000005,34.262104085600001
513,4,117.118549060999996,34.262272588499997
514,4,117.117277028999993,34.261680493400000
515,4,117.118612920000004,34.261717967599999
516,4,117.117708972000003,34.261128749299999
517,4,117.118699969000005,34.261056237699997
518,4,117.118770916000003,34.260436016299998
519,4,117.119919998000000,34.260428935100002
520,4,117.119849025999997,34.261025304599997
521,4,117.119728015999996,34.261788688300001
522,4,117.119570855999996,34.262385141700001
523,4,117.120683322000005,34.261865269799998
524,4,117.121494921999997,34.261894283099998
525,4,117.120753879999995,34.260982675699999
526,4,117.121773652000002,34.260945888400002
527,4,117.120760251999997,34.260416183399997
528,4,117.121693887000006,34.260415260099997
529,4,117.122505490999998,34.260456192500001
530,4,117.122549370000002,34.260998782999998
531,4,117.122543104000002,34.261630867699999
532,4,117.122464829999998,34.262131838300000
533,4,117.122444052000006,34.262662566499998
534,4,117.122408988999993,34.263246976399998
535,4,117.121539678000005,34.263051062000002
536,4,117.120397761000007,34.263070078200002
537,4,117.119428236000005,34.263106804200000
538,4,117.119457994000001,34.263834261900001
539,4,117.119544946000005,34.264376810300000
540,4,117.120284663999996,34.264346271599997
541,4,117.121606135999997,34.264315152599998
542,4,117.122403327000001,34.264296470799998
543,4,117.122388203000000,34.263771741100001
